@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute processing-1 numeric
@attribute processing-2 numeric
@attribute processing-3 numeric
@attribute processing-4 numeric
@attribute processing-5 numeric
@attribute processing-6 numeric
@attribute processing-7 numeric
@attribute processing-8 numeric
@attribute processing-9 numeric
@attribute processing-10 numeric

@data
1956,'2021/10/25 17:22:24:202',24,1004,140,50,956,1035,817,2,?,?,?,?,?,?,?,?,0.41,?
1957,'2021/10/25 17:23:02:459',25,1125,1090,86,963,1040,836,2,?,?,?,?,?,?,?,?,1,?
1958,'2021/10/25 17:23:02:615',25,1125,1077,94,964,1041,832,2,?,?,?,?,?,?,?,?,1,?
1959,'2021/10/25 17:23:02:772',25,1125,1081,87,965,1041,832,2,?,?,?,?,?,?,?,?,1,?
1960,'2021/10/25 17:23:02:929',25,1125,1014,82,965,1041,832,2,?,?,?,?,?,?,?,?,1,?
1961,'2021/10/25 17:23:03:083',25,1125,963,67,966,1041,832,2,?,?,?,?,?,?,?,?,1,?
1962,'2021/10/25 17:23:03:238',25,1125,864,55,965,1041,833,2,?,?,?,?,?,?,?,?,1,?
1963,'2021/10/25 17:23:03:393',25,1125,843,51,965,1041,834,2,?,?,?,?,?,?,?,?,1,?
1964,'2021/10/25 17:23:03:550',25,1125,809,52,964,1041,835,2,?,?,?,?,?,?,?,?,1,?
1965,'2021/10/25 17:23:03:706',25,1125,810,54,964,1040,836,2,?,?,?,?,?,?,?,?,1,?
1966,'2021/10/25 17:23:03:861',25,1125,871,54,963,1040,836,2,?,?,?,?,?,?,?,?,1,?
1967,'2021/10/25 17:23:04:017',25,1125,881,51,963,1040,837,2,?,?,?,?,?,?,?,?,1,?
1968,'2021/10/25 17:23:04:173',25,1125,948,50,963,1039,839,2,?,?,?,?,?,?,?,?,1,?
1969,'2021/10/25 17:23:04:328',25,1125,1001,54,963,1039,839,2,?,?,?,?,?,?,?,?,1,?
1970,'2021/10/25 17:23:04:484',25,1125,1036,72,964,1039,839,1,?,?,?,?,?,?,?,?,1,?
1971,'2021/10/25 17:23:04:639',25,1125,1024,100,964,1039,839,1,?,?,?,?,?,?,?,?,1,?
1972,'2021/10/25 17:23:04:794',25,1125,1008,129,965,1039,839,2,?,?,?,?,?,?,?,?,1,?
1973,'2021/10/25 17:23:04:950',25,1125,980,151,965,1039,839,2,?,?,?,?,?,?,?,?,1,?
1974,'2021/10/25 17:23:05:105',25,1125,961,146,964,1039,840,2,?,?,?,?,?,?,?,?,1,?
1975,'2021/10/25 17:23:05:261',25,1125,958,131,964,1039,840,2,?,?,?,?,?,?,?,?,1,?
1976,'2021/10/25 17:23:05:417',25,1125,948,103,965,1039,840,2,?,?,?,?,?,?,?,?,1,?
1977,'2021/10/25 17:23:05:571',25,1125,982,85,965,1039,840,2,?,?,?,?,?,?,?,?,1,?
1978,'2021/10/25 17:23:05:726',25,1125,992,68,966,1039,840,2,?,?,?,?,?,?,?,?,1,?
1979,'2021/10/25 17:23:05:881',25,1125,1030,67,965,1039,840,2,?,?,?,?,?,?,?,?,1,?
1980,'2021/10/25 17:23:06:035',25,1125,1045,75,965,1038,841,2,?,?,?,?,?,?,?,?,1,?
1981,'2021/10/25 17:23:06:191',25,1125,1046,82,964,1038,841,2,?,?,?,?,?,?,?,?,1,?
1982,'2021/10/25 17:23:06:345',25,1125,1011,84,964,1038,841,2,?,?,?,?,?,?,?,?,1,?
1983,'2021/10/25 17:23:06:502',25,1125,984,77,964,1038,841,2,?,?,?,?,?,?,?,?,1,?
1984,'2021/10/25 17:23:06:656',25,1125,964,59,963,1038,841,2,?,?,?,?,?,?,?,?,1,?
1985,'2021/10/25 17:23:06:812',25,1125,980,51,962,1038,841,2,?,?,?,?,?,?,?,?,1,?
1986,'2021/10/25 17:23:06:968',25,1125,946,49,962,1038,842,2,?,?,?,?,?,?,?,?,1,?
1987,'2021/10/25 17:23:07:123',25,1125,848,49,962,1038,842,2,?,?,?,?,?,?,?,?,1,?
1988,'2021/10/25 17:23:07:279',25,1125,813,50,963,1039,843,1,?,?,?,?,?,?,?,?,1,?
1989,'2021/10/25 17:23:07:435',25,1125,793,53,964,1039,842,1,?,?,?,?,?,?,?,?,1,?
1990,'2021/10/25 17:23:07:591',25,1125,839,56,964,1039,843,2,?,?,?,?,?,?,?,?,1,?
1991,'2021/10/25 17:23:07:748',25,1125,818,65,964,1039,843,2,?,?,?,?,?,?,?,?,1,?
1992,'2021/10/25 17:23:07:902',25,1125,772,83,964,1039,845,2,?,?,?,?,?,?,?,?,1,?
1993,'2021/10/25 17:23:08:057',25,1125,749,91,964,1039,846,2,?,?,?,?,?,?,?,?,1,?
1994,'2021/10/25 17:23:08:212',25,1125,781,86,965,1040,846,2,?,?,?,?,?,?,?,?,1,?
1995,'2021/10/25 17:23:08:368',25,1125,851,72,966,1040,846,2,?,?,?,?,?,?,?,?,1,?
1996,'2021/10/25 17:23:08:523',25,1125,824,56,966,1040,845,2,?,?,?,?,?,?,?,?,1,?
1997,'2021/10/25 17:23:08:680',25,1125,851,52,966,1040,845,2,?,?,?,?,?,?,?,?,1,?
1998,'2021/10/25 17:23:08:837',25,1125,880,52,966,1040,846,2,?,?,?,?,?,?,?,?,1,?
1999,'2021/10/25 17:23:08:992',25,1125,854,49,966,1041,847,2,?,?,?,?,?,?,?,?,1,?
2000,'2021/10/25 17:23:09:148',25,1125,834,48,965,1040,848,2,?,?,?,?,?,?,?,?,1,?
2001,'2021/10/25 17:23:09:302',25,1125,832,47,965,1040,849,2,?,?,?,?,?,?,?,?,1,?
2002,'2021/10/25 17:23:09:459',25,1125,808,51,965,1040,850,2,?,?,?,?,?,?,?,?,1,?
2003,'2021/10/25 17:23:09:614',25,1125,868,54,963,1040,851,2,?,?,?,?,?,?,?,?,1,?
2004,'2021/10/25 17:23:09:770',25,1125,909,55,962,1040,851,2,?,?,?,?,?,?,?,?,1,?
2005,'2021/10/25 17:23:09:926',25,1125,924,55,960,1040,851,2,?,?,?,?,?,?,?,?,1,?
2006,'2021/10/25 17:23:10:080',25,1125,954,48,957,1040,852,1,?,?,?,?,?,?,?,?,1,?
2007,'2021/10/25 17:23:10:236',25,1125,893,48,954,1040,853,2,?,?,?,?,?,?,?,?,1,?
2008,'2021/10/25 17:23:10:391',25,1125,952,50,952,1040,853,2,?,?,?,?,?,?,?,?,1,?
2009,'2021/10/25 17:23:10:546',25,1108,919,53,952,1040,850,2,?,?,?,?,?,?,?,?,1,?
2010,'2021/10/25 17:23:10:701',25,1097,1015,68,954,1040,847,1,?,?,?,?,?,?,?,?,1,?
2011,'2021/10/25 17:23:10:859',25,1092,1020,79,957,1041,842,1,?,?,?,?,?,?,?,?,1,?
2012,'2021/10/25 17:23:11:014',25,1065,1009,86,962,1042,841,2,?,?,?,?,?,?,?,?,1,?
2013,'2021/10/25 17:23:11:170',25,1095,983,85,965,1042,835,2,?,?,?,?,?,?,?,?,1,?
2014,'2021/10/25 17:23:11:325',25,1095,947,78,966,1042,834,2,?,?,?,?,?,?,?,?,1,?
2015,'2021/10/25 17:23:11:479',25,1098,893,68,967,1043,829,2,?,?,?,?,?,?,?,?,1,?
2016,'2021/10/25 17:23:11:637',25,1103,823,59,967,1043,825,1,?,?,?,?,?,?,?,?,1,?
2017,'2021/10/25 17:23:11:792',25,1060,795,50,967,1043,824,2,?,?,?,?,?,?,?,?,1,?
2018,'2021/10/25 17:23:11:947',25,1082,846,47,968,1043,821,2,?,?,?,?,?,?,?,?,1,?
2019,'2021/10/25 17:23:12:102',25,1074,910,47,967,1043,821,2,?,?,?,?,?,?,?,?,1,?
2020,'2021/10/25 17:23:12:257',25,1105,1037,49,967,1044,821,2,?,?,?,?,?,?,?,?,1,?
2021,'2021/10/25 17:23:12:413',25,1125,1125,51,966,1044,820,2,?,?,?,?,?,?,?,?,1,?
2022,'2021/10/25 17:23:12:567',25,1125,1125,54,966,1044,821,2,?,?,?,?,?,?,?,?,1,?
2023,'2021/10/25 17:23:12:724',25,1125,1125,56,966,1044,822,2,?,?,?,?,?,?,?,?,1,?
2024,'2021/10/25 17:23:12:880',25,1125,1102,56,966,1044,823,2,?,?,?,?,?,?,?,?,1,?
2025,'2021/10/25 17:23:13:035',25,1125,1092,56,965,1044,824,2,?,?,?,?,?,?,?,?,1,?
2026,'2021/10/25 17:23:13:190',25,1125,1082,53,964,1043,826,1,?,?,?,?,?,?,?,?,1,?
2027,'2021/10/25 17:23:13:346',25,1125,1075,52,964,1043,827,2,?,?,?,?,?,?,?,?,1,?
2028,'2021/10/25 17:23:13:502',25,1125,1043,51,964,1043,828,2,?,?,?,?,?,?,?,?,1,?
2029,'2021/10/25 17:23:13:656',25,1125,1023,50,964,1043,830,1,?,?,?,?,?,?,?,?,1,?
2030,'2021/10/25 17:23:13:812',25,1125,1002,54,965,1043,832,2,?,?,?,?,?,?,?,?,1,?
2031,'2021/10/25 17:23:13:969',25,1125,986,67,966,1043,832,2,?,?,?,?,?,?,?,?,1,?
2032,'2021/10/25 17:23:14:125',25,1125,1019,81,966,1044,831,2,?,?,?,?,?,?,?,?,1,?
2033,'2021/10/25 17:23:14:279',25,1125,1057,93,967,1044,830,2,?,?,?,?,?,?,?,?,1,?
2034,'2021/10/25 17:23:14:433',25,1125,1039,96,967,1044,828,2,?,?,?,?,?,?,?,?,1,?
2035,'2021/10/25 17:23:14:588',25,1125,981,91,967,1044,825,2,?,?,?,?,?,?,?,?,1,?
2036,'2021/10/25 17:24:04:951',26,263,130,81,955,1038,835,1,?,?,?,?,?,?,?,?,0.1,?
2037,'2021/10/25 17:24:05:107',26,276,131,80,954,1038,836,1,?,?,?,?,?,?,?,?,0.1,?
2038,'2021/10/25 17:24:05:264',26,279,134,85,952,1038,837,2,?,?,?,?,?,?,?,?,0.1,?
2039,'2021/10/25 17:24:05:419',26,301,132,92,949,1037,837,2,?,?,?,?,?,?,?,?,0.1,?
2040,'2021/10/25 17:24:05:577',26,306,138,103,945,1037,838,2,?,?,?,?,?,?,?,?,0.1,?
2041,'2021/10/25 17:24:05:734',26,288,129,103,942,1038,838,2,?,?,?,?,?,?,?,?,0.1,?
2042,'2021/10/25 17:24:05:890',26,293,131,97,941,1038,839,2,?,?,?,?,?,?,?,?,0.1,?
2043,'2021/10/25 17:24:06:044',26,289,142,81,942,1038,839,2,?,?,?,?,?,?,?,?,0.1,?
2044,'2021/10/25 17:24:06:201',26,276,156,66,941,1038,839,2,?,?,?,?,?,?,?,?,0.1,?
2045,'2021/10/25 17:24:06:357',26,280,197,83,941,1038,840,2,?,?,?,?,?,?,?,?,0.1,?
2046,'2021/10/25 17:24:06:512',26,258,226,126,942,1038,841,2,?,?,?,?,?,?,?,?,0.1,?
2047,'2021/10/25 17:24:06:667',26,256,242,182,943,1038,841,2,?,?,?,?,?,?,?,?,0.1,?
2048,'2021/10/25 17:24:06:823',26,264,250,222,946,1037,842,2,?,?,?,?,?,?,?,?,0.1,?
2049,'2021/10/25 17:24:06:979',26,243,238,224,950,1037,841,2,?,?,?,?,?,?,?,?,0.1,?
2050,'2021/10/25 17:24:07:133',26,255,215,194,957,1039,836,2,?,?,?,?,?,?,?,?,0.1,?
2051,'2021/10/25 17:24:07:289',26,274,181,148,964,1041,826,2,?,?,?,?,?,?,?,?,0.1,?
2052,'2021/10/25 17:24:07:444',26,276,152,119,968,1042,817,1,?,?,?,?,?,?,?,?,0.1,?
2053,'2021/10/25 17:24:07:598',26,277,118,91,968,1045,803,2,?,?,?,?,?,?,?,?,0.1,?
2054,'2021/10/25 17:24:07:755',26,293,100,72,960,1045,792,1,?,?,?,?,?,?,?,?,0.1,?
2055,'2021/10/25 17:24:07:911',26,250,99,72,941,1045,785,2,?,?,?,?,?,?,?,?,0.1,?
2056,'2021/10/25 17:24:08:067',26,249,107,76,913,1042,786,2,?,?,?,?,?,?,?,?,0.1,?
2057,'2021/10/25 17:24:08:221',26,228,119,71,873,1039,795,1,?,?,?,?,?,?,?,?,0.1,?
2058,'2021/10/25 17:24:08:376',26,238,120,68,829,1034,811,1,?,?,?,?,?,?,?,?,0.1,?
2059,'2021/10/25 17:24:08:530',26,267,119,65,789,1030,829,1,?,?,?,?,?,?,?,?,0.1,?
2060,'2021/10/25 17:24:08:685',26,259,120,69,756,1028,844,1,?,?,?,?,?,?,?,?,0.1,?
2061,'2021/10/25 17:24:08:841',26,296,120,75,750,1028,852,1,?,?,?,?,?,?,?,?,0.1,?
2062,'2021/10/25 17:24:08:995',26,277,126,78,782,1030,856,2,?,?,?,?,?,?,?,?,0.1,?
2063,'2021/10/25 17:24:09:150',26,277,132,65,844,1031,851,2,?,?,?,?,?,?,?,?,0.1,?
2064,'2021/10/25 17:24:09:306',26,290,126,52,913,1032,837,2,?,?,?,?,?,?,?,?,0.1,?
2065,'2021/10/25 17:24:09:461',26,272,133,49,956,1035,827,2,?,?,?,?,?,?,?,?,0.1,?
2066,'2021/10/25 17:24:09:617',26,285,127,51,967,1038,803,2,?,?,?,?,?,?,?,?,0.1,?
2067,'2021/10/25 17:24:09:771',26,267,119,63,972,1043,773,2,?,?,?,?,?,?,?,?,0.1,?
2068,'2021/10/25 17:24:09:927',26,252,109,84,966,1047,739,1,?,?,?,?,?,?,?,?,0.1,?
2069,'2021/10/25 17:24:10:082',26,243,105,94,952,1047,711,2,?,?,?,?,?,?,?,?,0.1,?
2070,'2021/10/25 17:24:10:238',26,240,107,102,931,1046,701,1,?,?,?,?,?,?,?,?,0.1,?
2071,'2021/10/25 17:24:10:393',26,256,101,98,902,1042,716,2,?,?,?,?,?,?,?,?,0.1,?
2072,'2021/10/25 17:24:10:547',26,246,107,87,870,1038,750,2,?,?,?,?,?,?,?,?,0.1,?
2073,'2021/10/25 17:24:10:706',26,246,99,76,839,1035,787,2,?,?,?,?,?,?,?,?,0.1,?
2074,'2021/10/25 17:24:10:861',26,242,99,65,820,1034,819,2,?,?,?,?,?,?,?,?,0.1,?
2075,'2021/10/25 17:24:11:019',26,239,113,54,822,1034,836,2,?,?,?,?,?,?,?,?,0.1,?
2076,'2021/10/25 17:24:11:173',26,267,121,45,837,1035,844,2,?,?,?,?,?,?,?,?,0.1,?
2077,'2021/10/25 17:24:11:329',26,289,127,43,860,1034,849,2,?,?,?,?,?,?,?,?,0.1,?
2078,'2021/10/25 17:24:11:483',26,283,127,43,881,1034,850,2,?,?,?,?,?,?,?,?,0.1,?
2079,'2021/10/25 17:24:11:639',26,269,124,47,899,1036,843,2,?,?,?,?,?,?,?,?,0.1,?
2080,'2021/10/25 17:24:11:794',26,252,123,65,916,1040,826,2,?,?,?,?,?,?,?,?,0.1,?
2081,'2021/10/25 17:24:11:951',26,241,120,85,928,1045,797,2,?,?,?,?,?,?,?,?,0.1,?
2082,'2021/10/25 17:24:12:108',26,235,117,102,927,1048,777,2,?,?,?,?,?,?,?,?,0.1,?
2083,'2021/10/25 17:24:12:263',26,235,114,112,920,1048,759,2,?,?,?,?,?,?,?,?,0.1,?
2084,'2021/10/25 17:24:12:418',26,228,116,102,903,1048,754,2,?,?,?,?,?,?,?,?,0.1,?
2085,'2021/10/25 17:24:12:574',26,223,116,88,889,1047,766,2,?,?,?,?,?,?,?,?,0.1,?
2086,'2021/10/25 17:24:12:728',26,221,121,77,882,1046,784,2,?,?,?,?,?,?,?,?,0.1,?
2087,'2021/10/25 17:24:12:884',26,230,128,64,889,1045,800,2,?,?,?,?,?,?,?,?,0.1,?
2088,'2021/10/25 17:24:13:039',26,243,138,56,902,1043,813,2,?,?,?,?,?,?,?,?,0.1,?
2089,'2021/10/25 17:24:13:195',26,251,136,48,914,1041,822,2,?,?,?,?,?,?,?,?,0.1,?
2090,'2021/10/25 17:24:13:351',26,250,136,44,926,1039,828,2,?,?,?,?,?,?,?,?,0.1,?
2091,'2021/10/25 17:24:13:507',26,253,126,44,942,1038,825,2,?,?,?,?,?,?,?,?,0.1,?
2092,'2021/10/25 17:24:13:662',26,255,119,44,956,1039,819,2,?,?,?,?,?,?,?,?,0.1,?
2093,'2021/10/25 17:24:13:816',26,261,122,56,966,1042,807,2,?,?,?,?,?,?,?,?,0.1,?
2094,'2021/10/25 17:24:13:971',26,252,120,75,967,1046,789,2,?,?,?,?,?,?,?,?,0.1,?
2095,'2021/10/25 17:24:14:126',26,256,122,91,959,1047,772,2,?,?,?,?,?,?,?,?,0.1,?
2096,'2021/10/25 17:24:14:283',26,254,125,108,943,1047,762,2,?,?,?,?,?,?,?,?,0.1,?
2097,'2021/10/25 17:24:14:437',26,256,129,108,929,1045,760,2,?,?,?,?,?,?,?,?,0.1,?
2098,'2021/10/25 17:24:14:595',26,254,127,99,904,1043,773,2,?,?,?,?,?,?,?,?,0.1,?
2099,'2021/10/25 17:24:14:751',26,259,124,89,880,1040,793,2,?,?,?,?,?,?,?,?,0.1,?
2100,'2021/10/25 17:24:14:906',26,245,115,71,858,1037,814,2,?,?,?,?,?,?,?,?,0.1,?
2101,'2021/10/25 17:24:15:062',26,234,114,57,846,1035,832,2,?,?,?,?,?,?,?,?,0.1,?
2102,'2021/10/25 17:24:15:217',26,241,113,51,851,1034,841,2,?,?,?,?,?,?,?,?,0.1,?
2103,'2021/10/25 17:24:15:373',26,248,112,50,871,1035,844,2,?,?,?,?,?,?,?,?,0.1,?
2104,'2021/10/25 17:24:15:529',26,266,118,52,902,1036,843,2,?,?,?,?,?,?,?,?,0.1,?
2105,'2021/10/25 17:24:15:685',26,281,128,50,930,1038,837,2,?,?,?,?,?,?,?,?,0.1,?
2106,'2021/10/25 17:24:15:840',26,268,126,53,948,1041,828,2,?,?,?,?,?,?,?,?,0.1,?
2107,'2021/10/25 17:24:15:994',26,275,124,59,956,1045,813,2,?,?,?,?,?,?,?,?,0.1,?
2108,'2021/10/25 17:24:16:150',26,254,114,72,956,1048,797,2,?,?,?,?,?,?,?,?,0.1,?
2109,'2021/10/25 17:24:16:305',26,245,110,88,947,1048,787,2,?,?,?,?,?,?,?,?,0.1,?
2110,'2021/10/25 17:24:16:461',26,246,112,100,930,1047,786,2,?,?,?,?,?,?,?,?,0.1,?
2111,'2021/10/25 17:24:16:616',26,219,118,100,908,1045,795,2,?,?,?,?,?,?,?,?,0.1,?
2112,'2021/10/25 17:24:16:773',26,219,117,94,883,1042,811,2,?,?,?,?,?,?,?,?,0.1,?
2113,'2021/10/25 17:24:16:928',26,219,123,87,868,1041,821,2,?,?,?,?,?,?,?,?,0.1,?
2114,'2021/10/25 17:24:17:084',26,231,122,82,854,1039,834,2,?,?,?,?,?,?,?,?,0.1,?
2115,'2021/10/25 17:24:17:238',26,238,117,74,857,1037,842,2,?,?,?,?,?,?,?,?,0.1,?
2116,'2021/10/25 17:24:17:392',26,250,125,60,876,1036,845,2,?,?,?,?,?,?,?,?,0.1,?
2117,'2021/10/25 17:24:17:547',26,245,123,51,904,1035,845,2,?,?,?,?,?,?,?,?,0.1,?
2118,'2021/10/25 17:25:21:594',27,191,91,70,944,763,673,2,?,?,?,?,?,?,?,?,?,0.2
2119,'2021/10/25 17:25:21:750',27,173,94,54,938,1012,673,2,?,?,?,?,?,?,?,?,?,0.2
2120,'2021/10/25 17:25:21:904',27,159,98,58,931,1032,678,2,?,?,?,?,?,?,?,?,?,0.2
2121,'2021/10/25 17:25:22:061',27,157,97,58,926,1038,685,2,?,?,?,?,?,?,?,?,?,0.2
2122,'2021/10/25 17:25:22:217',27,151,96,63,924,1042,696,2,?,?,?,?,?,?,?,?,?,0.2
2123,'2021/10/25 17:25:22:373',27,154,103,61,922,1044,707,2,?,?,?,?,?,?,?,?,?,0.2
2124,'2021/10/25 17:25:22:528',27,154,106,57,921,1045,718,2,?,?,?,?,?,?,?,?,?,0.2
2125,'2021/10/25 17:25:22:683',27,152,115,57,920,1046,729,1,?,?,?,?,?,?,?,?,?,0.2
2126,'2021/10/25 17:25:22:838',27,148,111,56,920,1047,736,2,?,?,?,?,?,?,?,?,?,0.2
2127,'2021/10/25 17:25:22:992',27,143,101,53,921,1047,741,1,?,?,?,?,?,?,?,?,?,0.2
2128,'2021/10/25 17:25:23:148',27,152,93,50,924,1047,748,1,?,?,?,?,?,?,?,?,?,0.2
2129,'2021/10/25 17:25:23:305',27,149,83,46,927,1048,750,2,?,?,?,?,?,?,?,?,?,0.2
2130,'2021/10/25 17:25:23:460',27,144,77,43,930,1048,752,2,?,?,?,?,?,?,?,?,?,0.2
2131,'2021/10/25 17:25:23:616',27,139,78,42,931,1047,753,2,?,?,?,?,?,?,?,?,?,0.2
2132,'2021/10/25 17:25:23:773',27,126,81,44,932,1048,755,2,?,?,?,?,?,?,?,?,?,0.2
2133,'2021/10/25 17:25:23:929',27,122,80,47,933,1048,755,2,?,?,?,?,?,?,?,?,?,0.2
2134,'2021/10/25 17:25:24:086',27,123,87,46,933,1048,756,2,?,?,?,?,?,?,?,?,?,0.2
2135,'2021/10/25 17:25:24:241',27,126,92,46,934,1049,758,2,?,?,?,?,?,?,?,?,?,0.2
2136,'2021/10/25 17:25:24:399',27,134,97,44,934,1048,760,2,?,?,?,?,?,?,?,?,?,0.2
2137,'2021/10/25 17:25:24:554',27,137,104,41,935,1048,762,2,?,?,?,?,?,?,?,?,?,0.2
2138,'2021/10/25 17:25:24:710',27,133,104,41,935,1048,761,3,?,?,?,?,?,?,?,?,?,0.2
2139,'2021/10/25 17:25:24:865',27,126,103,40,933,1047,758,3,?,?,?,?,?,?,?,?,?,0.2
2140,'2021/10/25 17:25:25:019',27,129,102,40,930,1046,760,3,?,?,?,?,?,?,?,?,?,0.2
2141,'2021/10/25 17:25:25:176',27,122,100,41,927,1046,764,3,?,?,?,?,?,?,?,?,?,0.2
2142,'2021/10/25 17:25:25:332',27,128,101,43,926,1046,772,3,?,?,?,?,?,?,?,?,?,0.2
2143,'2021/10/25 17:25:25:487',27,129,100,45,926,1046,777,3,?,?,?,?,?,?,?,?,?,0.2
2144,'2021/10/25 17:25:25:643',27,133,100,47,927,1046,780,2,?,?,?,?,?,?,?,?,?,0.2
2145,'2021/10/25 17:25:25:799',27,131,92,49,927,1046,780,2,?,?,?,?,?,?,?,?,?,0.2
2146,'2021/10/25 17:25:25:954',27,127,93,50,927,1046,781,2,?,?,?,?,?,?,?,?,?,0.2
2147,'2021/10/25 17:25:26:109',27,126,87,52,926,1046,781,2,?,?,?,?,?,?,?,?,?,0.2
2148,'2021/10/25 17:25:26:264',27,127,88,54,927,1046,786,2,?,?,?,?,?,?,?,?,?,0.2
2149,'2021/10/25 17:25:26:419',27,139,81,53,928,1046,790,1,?,?,?,?,?,?,?,?,?,0.2
2150,'2021/10/25 17:25:26:574',27,141,79,53,930,1046,794,1,?,?,?,?,?,?,?,?,?,0.2
2151,'2021/10/25 17:25:26:729',27,141,82,56,931,1046,795,2,?,?,?,?,?,?,?,?,?,0.2
2152,'2021/10/25 17:25:26:885',27,147,82,58,932,1046,795,2,?,?,?,?,?,?,?,?,?,0.2
2153,'2021/10/25 17:25:27:040',27,156,93,57,934,1047,795,2,?,?,?,?,?,?,?,?,?,0.2
2154,'2021/10/25 17:25:27:194',27,155,88,56,936,1046,795,2,?,?,?,?,?,?,?,?,?,0.2
2155,'2021/10/25 17:25:27:349',27,164,90,50,938,1046,795,2,?,?,?,?,?,?,?,?,?,0.2
2156,'2021/10/25 17:25:27:506',27,153,85,47,939,1045,796,2,?,?,?,?,?,?,?,?,?,0.2
2157,'2021/10/25 17:25:27:661',27,145,83,46,939,1045,796,2,?,?,?,?,?,?,?,?,?,0.2
2158,'2021/10/25 17:25:27:817',27,141,77,45,938,1044,795,4,?,?,?,?,?,?,?,?,?,0.2
2159,'2021/10/25 17:25:27:971',27,130,81,44,937,1044,794,11,?,?,?,?,?,?,?,?,?,0.2
2160,'2021/10/25 17:25:28:125',27,126,84,44,936,1044,794,11,?,?,?,?,?,?,?,?,?,0.2
2161,'2021/10/25 17:25:28:281',27,135,85,43,935,1046,795,8,?,?,?,?,?,?,?,?,?,0.2
2162,'2021/10/25 17:25:28:436',27,129,78,44,935,1046,795,15,?,?,?,?,?,?,?,?,?,0.2
2163,'2021/10/25 17:25:28:590',27,144,77,44,934,1047,796,2,?,?,?,?,?,?,?,?,?,0.2
2164,'2021/10/25 17:25:28:745',27,137,75,45,934,1046,794,2,?,?,?,?,?,?,?,?,?,0.2
2165,'2021/10/25 17:25:28:900',27,137,80,44,933,1046,795,2,?,?,?,?,?,?,?,?,?,0.2
2166,'2021/10/25 17:25:29:056',27,139,78,44,933,1045,795,2,?,?,?,?,?,?,?,?,?,0.2
2167,'2021/10/25 17:25:29:213',27,130,76,43,934,1045,797,2,?,?,?,?,?,?,?,?,?,0.2
2168,'2021/10/25 17:25:29:367',27,134,75,42,934,1045,800,8,?,?,?,?,?,?,?,?,?,0.2
2169,'2021/10/25 17:25:29:523',27,139,77,41,935,1045,800,7,?,?,?,?,?,?,?,?,?,0.2
2170,'2021/10/25 17:25:29:680',27,139,85,42,937,1045,801,15,?,?,?,?,?,?,?,?,?,0.2
2171,'2021/10/25 17:25:29:838',27,141,86,43,938,1045,801,15,?,?,?,?,?,?,?,?,?,0.2
2172,'2021/10/25 17:25:29:995',27,143,84,47,938,1046,801,9,?,?,?,?,?,?,?,?,?,0.2
2173,'2021/10/25 17:25:30:150',27,139,87,59,938,1045,801,1,?,?,?,?,?,?,?,?,?,0.2
2174,'2021/10/25 17:25:30:306',27,137,91,74,939,1045,799,2,?,?,?,?,?,?,?,?,?,0.2
2175,'2021/10/25 17:25:30:461',27,149,99,105,939,1045,799,1,?,?,?,?,?,?,?,?,?,0.2
2176,'2021/10/25 17:25:30:618',27,155,116,133,939,1045,798,1,?,?,?,?,?,?,?,?,?,0.2
2177,'2021/10/25 17:25:30:772',27,155,119,147,939,1045,798,2,?,?,?,?,?,?,?,?,?,0.2
2178,'2021/10/25 17:25:30:928',27,169,117,137,939,1045,799,2,?,?,?,?,?,?,?,?,?,0.2
2179,'2021/10/25 17:25:31:087',27,161,111,112,939,1045,800,2,?,?,?,?,?,?,?,?,?,0.2
2180,'2021/10/25 17:25:31:242',27,152,108,88,939,1046,800,8,?,?,?,?,?,?,?,?,?,0.2
2181,'2021/10/25 17:25:31:396',27,153,100,67,939,1046,800,8,?,?,?,?,?,?,?,?,?,0.2
2182,'2021/10/25 17:25:31:552',27,150,96,54,939,1045,802,8,?,?,?,?,?,?,?,?,?,0.2
2183,'2021/10/25 17:25:31:708',27,152,86,48,939,1045,804,14,?,?,?,?,?,?,?,?,?,0.2
2184,'2021/10/25 17:25:31:866',27,138,77,44,939,1045,805,2,?,?,?,?,?,?,?,?,?,0.2
2185,'2021/10/25 17:25:32:021',27,138,79,43,939,1045,806,2,?,?,?,?,?,?,?,?,?,0.2
2186,'2021/10/25 17:25:32:177',27,135,73,42,939,1045,805,2,?,?,?,?,?,?,?,?,?,0.2
2187,'2021/10/25 17:25:32:332',27,135,72,43,940,1046,805,2,?,?,?,?,?,?,?,?,?,0.2
2188,'2021/10/25 17:25:32:489',27,140,71,42,941,1046,805,2,?,?,?,?,?,?,?,?,?,0.2
2189,'2021/10/25 17:25:32:643',27,141,67,42,942,1046,806,1,?,?,?,?,?,?,?,?,?,0.2
2190,'2021/10/25 17:25:32:796',27,145,74,41,942,1046,806,1,?,?,?,?,?,?,?,?,?,0.2
2191,'2021/10/25 17:25:32:952',27,139,75,46,941,1045,806,9,?,?,?,?,?,?,?,?,?,0.2
2192,'2021/10/25 17:25:33:109',27,145,79,58,940,1045,804,9,?,?,?,?,?,?,?,?,?,0.2
