@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
1445,'2020/02/21 12:34:55:215',22,58,1125,1125,5,7,1,2,?,?,?,?,1,0,?,?,?,?
1446,'2020/02/21 12:34:55:342',22,55,1125,1125,5,6,1,2,?,?,?,?,1,0,?,?,?,?
1447,'2020/02/21 12:34:55:468',22,52,1125,1125,5,6,1,2,?,?,?,?,1,0,?,?,?,?
1448,'2020/02/21 12:34:55:594',22,50,1125,1125,5,6,1,2,?,?,?,?,1,0,?,?,?,?
1449,'2020/02/21 12:34:55:720',22,49,1125,1125,5,6,1,2,?,?,?,?,1,0,?,?,?,?
1450,'2020/02/21 12:34:55:846',22,48,1125,1125,5,6,2,2,?,?,?,?,1,0,?,?,?,?
1451,'2020/02/21 12:34:55:972',22,265,1125,1120,6,6,2,2,?,?,?,?,1,0,?,?,?,?
1452,'2020/02/21 12:34:56:098',22,357,1125,1088,5,7,2,2,?,?,?,?,1,0,?,?,?,?
1453,'2020/02/21 12:34:56:225',22,395,1125,1085,5,7,2,2,?,?,?,?,1,0,?,?,?,?
1454,'2020/02/21 12:34:56:351',22,419,1125,1089,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1455,'2020/02/21 12:34:56:478',22,322,1125,1091,5,7,1,1,?,?,?,?,1,0,?,?,?,?
1456,'2020/02/21 12:34:56:605',22,215,1125,1109,5,7,2,1,?,?,?,?,1,0,?,?,?,?
1457,'2020/02/21 12:34:56:731',22,135,1125,1125,6,7,1,1,?,?,?,?,1,0,?,?,?,?
1458,'2020/02/21 12:34:56:858',22,106,1125,1056,6,7,1,1,?,?,?,?,1,0,?,?,?,?
1459,'2020/02/21 12:34:56:984',22,282,1125,901,6,6,1,1,?,?,?,?,1,0,?,?,?,?
1460,'2020/02/21 12:34:57:111',22,557,1125,736,5,6,1,1,?,?,?,?,1,0,?,?,?,?
1461,'2020/02/21 12:34:57:237',22,744,1125,716,6,6,1,1,?,?,?,?,1,0,?,?,?,?
1462,'2020/02/21 12:34:57:364',22,935,1125,730,5,6,2,1,?,?,?,?,1,0,?,?,?,?
1463,'2020/02/21 12:34:57:490',22,1125,1125,887,5,5,1,1,?,?,?,?,1,0,?,?,?,?
1464,'2020/02/21 12:34:57:616',22,1125,1125,1021,5,5,1,1,?,?,?,?,1,0,?,?,?,?
1465,'2020/02/21 12:34:57:743',22,1125,1113,1122,5,5,1,1,?,?,?,?,1,0,?,?,?,?
1466,'2020/02/21 12:34:57:870',22,1125,1091,1125,5,5,1,1,?,?,?,?,1,0,?,?,?,?
1467,'2020/02/21 12:34:57:996',22,1125,1061,1125,5,6,1,1,?,?,?,?,1,0,?,?,?,?
1468,'2020/02/24 10:58:32:743',23,451,980,49,4,2,2,2,?,?,?,?,0,?,?,?,?,?
1469,'2020/02/24 10:58:32:869',23,413,980,48,4,3,2,2,?,?,?,?,0,?,?,?,?,?
1470,'2020/02/24 10:58:32:995',23,358,1092,63,4,2,1,2,?,?,?,?,0,?,?,?,?,?
1471,'2020/02/24 10:58:33:122',23,383,1125,62,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1472,'2020/02/24 10:58:33:248',23,375,1119,79,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1473,'2020/02/24 10:58:33:375',23,458,1119,112,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1474,'2020/02/24 10:58:33:501',23,617,1119,129,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1475,'2020/02/24 10:58:33:628',23,806,1052,136,4,2,2,1,?,?,?,?,0,?,?,?,?,?
1476,'2020/02/24 10:58:33:755',23,886,1083,142,4,2,2,1,?,?,?,?,0,?,?,?,?,?
1477,'2020/02/24 10:58:33:882',23,937,1083,131,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1478,'2020/02/24 10:58:34:008',23,825,1083,106,3,3,2,1,?,?,?,?,0,?,?,?,?,?
1479,'2020/02/24 10:58:34:134',23,685,1100,105,3,2,1,1,?,?,?,?,0,?,?,?,?,?
1480,'2020/02/24 10:58:34:260',23,457,1125,122,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1481,'2020/02/24 10:58:34:387',23,330,1125,191,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1482,'2020/02/24 10:58:34:513',23,246,1125,268,4,2,2,1,?,?,?,?,0,?,?,?,?,?
1483,'2020/02/24 10:58:34:639',23,189,957,343,4,2,1,1,?,?,?,?,0,?,?,?,?,?
1484,'2020/02/24 10:58:34:765',23,183,874,367,4,2,1,1,?,?,?,?,0,?,?,?,?,?
1485,'2020/02/24 10:58:34:891',23,205,754,334,3,2,1,1,?,?,?,?,0,?,?,?,?,?
1486,'2020/02/24 10:58:35:016',23,256,519,279,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1487,'2020/02/24 10:58:35:142',23,285,419,238,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1488,'2020/02/24 10:58:35:268',23,318,359,229,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1489,'2020/02/24 10:58:35:394',23,338,354,216,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1490,'2020/02/24 10:58:35:519',23,354,376,189,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1491,'2020/02/24 10:58:35:646',23,367,459,157,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1492,'2020/02/24 10:58:35:772',23,370,489,137,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1493,'2020/02/24 10:58:35:898',23,369,548,122,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1494,'2020/02/24 10:58:36:024',23,361,721,138,3,3,1,2,?,?,?,?,0,?,?,?,?,?
1495,'2020/02/24 10:58:36:151',23,359,773,135,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1496,'2020/02/24 10:58:36:276',23,357,819,110,4,3,1,2,?,?,?,?,0,?,?,?,?,?
1497,'2020/02/24 10:58:36:402',23,344,763,86,4,3,2,2,?,?,?,?,0,?,?,?,?,?
1498,'2020/02/24 10:58:36:528',23,326,660,62,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1499,'2020/02/24 10:58:36:655',23,296,518,39,4,2,2,2,?,?,?,?,0,?,?,?,?,?
1500,'2020/02/24 10:58:36:780',23,263,594,47,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1501,'2020/02/24 10:58:36:907',23,224,765,81,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1502,'2020/02/24 10:58:37:032',23,216,905,102,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1503,'2020/02/24 10:58:37:158',23,222,1058,107,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1504,'2020/02/24 10:58:37:285',23,246,1089,104,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1505,'2020/02/24 10:58:37:411',23,269,1096,96,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1506,'2020/02/24 10:58:37:539',23,282,1096,78,4,3,1,2,?,?,?,?,0,?,?,?,?,?
1507,'2020/02/24 10:58:37:665',23,289,1096,58,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1508,'2020/02/24 10:58:37:791',23,254,1118,60,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1509,'2020/02/24 10:58:37:916',23,295,1125,80,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1510,'2020/02/24 10:58:38:042',23,307,1125,112,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1511,'2020/02/24 10:58:38:169',23,410,1125,133,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1512,'2020/02/24 10:58:38:296',23,502,1079,132,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1513,'2020/02/24 10:58:38:422',23,541,969,131,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1514,'2020/02/24 10:58:38:548',23,543,858,117,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1515,'2020/02/24 10:58:38:673',23,455,667,243,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1516,'2020/02/24 10:58:38:800',23,398,583,460,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1517,'2020/02/24 10:58:38:926',23,279,658,745,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1518,'2020/02/24 10:58:39:052',23,228,647,818,3,2,1,2,?,?,?,?,0,?,?,?,?,?
1519,'2020/02/24 10:58:39:177',23,189,816,836,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1520,'2020/02/24 10:58:39:304',23,147,988,773,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1521,'2020/02/24 10:58:39:431',23,131,1016,722,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1522,'2020/02/24 10:58:39:557',23,104,1121,674,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1523,'2020/02/24 10:58:39:683',23,86,1121,616,3,2,2,1,?,?,?,?,0,?,?,?,?,?
1524,'2020/02/24 10:58:39:810',23,79,1121,560,3,2,1,1,?,?,?,?,0,?,?,?,?,?
1525,'2020/02/24 10:58:39:936',23,72,1125,525,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1526,'2020/02/24 10:58:40:063',23,77,951,549,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1527,'2020/02/24 10:58:40:189',23,83,808,646,3,2,2,2,?,?,?,?,0,?,?,?,?,?
1528,'2020/02/24 10:58:40:314',23,86,617,796,3,3,2,2,?,?,?,?,0,?,?,?,?,?
1529,'2020/02/24 10:58:40:440',23,92,501,836,3,3,2,1,?,?,?,?,0,?,?,?,?,?
1530,'2020/02/24 10:58:40:566',23,102,451,790,4,3,2,1,?,?,?,?,0,?,?,?,?,?
1531,'2020/02/24 10:58:40:692',23,118,631,753,4,3,1,1,?,?,?,?,0,?,?,?,?,?
1532,'2020/02/24 10:58:40:818',23,141,757,811,4,3,2,1,?,?,?,?,0,?,?,?,?,?
1533,'2020/02/24 10:58:40:944',23,160,945,900,4,3,1,1,?,?,?,?,0,?,?,?,?,?
1534,'2020/02/24 10:58:41:071',23,174,1079,982,4,3,1,1,?,?,?,?,0,?,?,?,?,?
1535,'2020/02/24 10:58:41:198',23,190,1125,1085,3,3,1,1,?,?,?,?,0,?,?,?,?,?
1536,'2020/02/24 10:58:41:323',23,211,1125,1114,3,3,1,1,?,?,?,?,0,?,?,?,?,?
1537,'2020/02/24 10:59:12:657',24,480,1125,1125,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1538,'2020/02/24 10:59:12:784',24,409,1125,1125,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1539,'2020/02/24 10:59:12:910',24,387,1125,1125,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1540,'2020/02/24 10:59:13:036',24,539,982,1125,3,3,2,2,?,?,?,?,1,?,?,?,?,?
1541,'2020/02/24 10:59:13:162',24,697,971,1125,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1542,'2020/02/24 10:59:13:288',24,906,981,1125,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1543,'2020/02/24 10:59:13:415',24,1027,981,1125,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1544,'2020/02/24 10:59:13:541',24,1075,1016,1125,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1545,'2020/02/24 10:59:13:668',24,1105,1117,1125,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1546,'2020/02/24 10:59:13:795',24,1079,1117,1125,4,3,1,2,?,?,?,?,1,?,?,?,?,?
1547,'2020/02/24 10:59:13:921',24,977,1117,1125,4,2,1,2,?,?,?,?,1,?,?,?,?,?
1548,'2020/02/24 10:59:14:048',24,848,1079,1125,4,3,1,1,?,?,?,?,1,?,?,?,?,?
1549,'2020/02/24 10:59:14:175',24,745,1094,1125,4,3,1,1,?,?,?,?,1,?,?,?,?,?
1550,'2020/02/24 10:59:14:301',24,610,1057,1125,4,3,1,1,?,?,?,?,1,?,?,?,?,?
1551,'2020/02/24 10:59:14:427',24,564,1058,1125,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1552,'2020/02/24 10:59:14:553',24,545,1079,1125,4,3,2,1,?,?,?,?,1,?,?,?,?,?
1553,'2020/02/24 10:59:14:679',24,489,1092,1125,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1554,'2020/02/24 10:59:14:805',24,516,1093,1125,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1555,'2020/02/24 10:59:14:932',24,546,1118,1103,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1556,'2020/02/24 10:59:15:058',24,720,1123,1057,3,2,1,2,?,?,?,?,1,?,?,?,?,?
1557,'2020/02/24 10:59:15:185',24,846,1125,1041,3,2,2,2,?,?,?,?,1,?,?,?,?,?
1558,'2020/02/24 10:59:15:311',24,1009,1125,1042,3,3,2,2,?,?,?,?,1,?,?,?,?,?
1559,'2020/02/24 10:59:15:437',24,1090,1125,1055,3,2,2,2,?,?,?,?,1,?,?,?,?,?
1560,'2020/02/24 10:59:15:563',24,1123,1125,1082,3,2,1,2,?,?,?,?,1,?,?,?,?,?
1561,'2020/02/24 10:59:15:689',24,1125,1125,1116,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1562,'2020/02/24 10:59:15:815',24,1125,1125,1125,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1563,'2020/02/24 10:59:15:940',24,1125,1125,1108,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1564,'2020/02/24 10:59:16:067',24,1125,1125,1088,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1565,'2020/02/24 10:59:16:194',24,1125,1125,1083,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1566,'2020/02/24 10:59:16:320',24,1125,1125,1058,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1567,'2020/02/24 10:59:16:446',24,1125,1125,1050,3,2,1,2,?,?,?,?,1,?,?,?,?,?
1568,'2020/02/24 10:59:16:573',24,1091,1125,1056,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1569,'2020/02/24 10:59:16:699',24,964,1125,1051,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1570,'2020/02/24 10:59:16:826',24,847,1125,1022,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1571,'2020/02/24 10:59:16:953',24,638,1125,959,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1572,'2020/02/24 10:59:17:080',24,502,1125,863,3,2,2,1,?,?,?,?,1,?,?,?,?,?
1573,'2020/02/24 10:59:17:206',24,397,1125,743,3,2,1,2,?,?,?,?,1,?,?,?,?,?
1574,'2020/02/24 10:59:17:332',24,286,1125,620,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1575,'2020/02/24 10:59:17:459',24,234,1125,571,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1576,'2020/02/24 10:59:17:586',24,196,1125,551,3,2,1,1,?,?,?,?,1,?,?,?,?,?
1577,'2020/02/24 10:59:17:711',24,156,1125,668,3,3,1,1,?,?,?,?,1,?,?,?,?,?
1578,'2020/02/24 10:59:17:838',24,136,1125,793,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1579,'2020/02/24 10:59:17:964',24,115,1125,951,3,3,1,2,?,?,?,?,1,?,?,?,?,?
1580,'2020/02/24 10:59:18:089',24,105,1125,1021,4,3,1,2,?,?,?,?,1,?,?,?,?,?
1581,'2020/02/24 10:59:18:216',24,98,1125,1053,4,3,1,1,?,?,?,?,1,?,?,?,?,?
1582,'2020/02/24 10:59:18:342',24,89,1125,987,4,3,1,1,?,?,?,?,1,?,?,?,?,?
1583,'2020/02/24 11:00:57:607',25,79,325,89,855,4,1,1,?,?,?,?,?,?,?,?,?,?
1584,'2020/02/24 11:00:57:733',25,90,319,68,855,4,2,2,?,?,?,?,?,?,?,?,?,?
1585,'2020/02/24 11:00:57:859',25,91,312,54,854,4,2,2,?,?,?,?,?,?,?,?,?,?
1586,'2020/02/24 11:00:57:986',25,89,283,42,854,4,2,1,?,?,?,?,?,?,?,?,?,?
1587,'2020/02/24 11:00:58:112',25,86,270,39,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1588,'2020/02/24 11:00:58:238',25,79,260,38,853,3,2,1,?,?,?,?,?,?,?,?,?,?
1589,'2020/02/24 11:00:58:364',25,88,261,38,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1590,'2020/02/24 11:00:58:489',25,106,248,34,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1591,'2020/02/24 11:00:58:615',25,103,245,29,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1592,'2020/02/24 11:00:58:741',25,95,276,29,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1593,'2020/02/24 11:00:58:867',25,102,277,36,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1594,'2020/02/24 11:00:58:994',25,104,268,44,853,4,2,1,?,?,?,?,?,?,?,?,?,?
1595,'2020/02/24 11:00:59:120',25,124,338,45,852,4,2,2,?,?,?,?,?,?,?,?,?,?
1596,'2020/02/24 11:00:59:246',25,156,381,58,852,4,2,1,?,?,?,?,?,?,?,?,?,?
1597,'2020/02/24 11:00:59:373',25,212,471,65,852,4,2,1,?,?,?,?,?,?,?,?,?,?
1598,'2020/02/24 11:00:59:499',25,227,500,58,852,4,2,1,?,?,?,?,?,?,?,?,?,?
1599,'2020/02/24 11:00:59:625',25,223,537,52,852,4,1,1,?,?,?,?,?,?,?,?,?,?
1600,'2020/02/24 11:00:59:751',25,207,530,44,852,4,1,1,?,?,?,?,?,?,?,?,?,?
1601,'2020/02/24 11:00:59:877',25,182,447,34,851,4,1,1,?,?,?,?,?,?,?,?,?,?
1602,'2020/02/24 11:01:00:003',25,152,377,27,851,4,1,1,?,?,?,?,?,?,?,?,?,?
1603,'2020/02/24 11:01:00:130',25,137,327,27,851,4,1,1,?,?,?,?,?,?,?,?,?,?
1604,'2020/02/24 11:01:00:257',25,130,266,29,851,4,1,2,?,?,?,?,?,?,?,?,?,?
1605,'2020/02/24 11:01:00:383',25,116,214,29,851,4,1,2,?,?,?,?,?,?,?,?,?,?
1606,'2020/02/24 11:01:00:509',25,101,218,27,851,4,1,1,?,?,?,?,?,?,?,?,?,?
1607,'2020/02/24 11:01:00:635',25,91,200,27,850,4,1,1,?,?,?,?,?,?,?,?,?,?
1608,'2020/02/24 11:01:00:762',25,83,200,28,850,4,2,1,?,?,?,?,?,?,?,?,?,?
1609,'2020/02/24 11:01:00:887',25,78,198,27,850,4,1,2,?,?,?,?,?,?,?,?,?,?
1610,'2020/02/24 11:01:01:013',25,94,211,30,849,4,2,2,?,?,?,?,?,?,?,?,?,?
1611,'2020/02/24 11:01:01:139',25,99,232,30,849,4,1,2,?,?,?,?,?,?,?,?,?,?
1612,'2020/02/24 11:01:01:266',25,102,245,30,849,4,1,2,?,?,?,?,?,?,?,?,?,?
1613,'2020/02/24 11:01:01:392',25,105,248,31,849,4,1,2,?,?,?,?,?,?,?,?,?,?
1614,'2020/02/24 11:01:01:518',25,96,237,34,849,4,1,1,?,?,?,?,?,?,?,?,?,?
1615,'2020/02/24 11:01:01:644',25,97,220,40,848,4,1,1,?,?,?,?,?,?,?,?,?,?
1616,'2020/02/24 11:01:01:770',25,95,197,44,848,4,1,1,?,?,?,?,?,?,?,?,?,?
1617,'2020/02/24 11:01:59:354',26,78,396,20,848,4,1,1,?,?,?,?,?,?,?,?,?,?
1618,'2020/02/24 11:01:59:480',26,77,376,20,846,4,2,1,?,?,?,?,?,?,?,?,?,?
1619,'2020/02/24 11:01:59:606',26,78,355,20,844,4,2,2,?,?,?,?,?,?,?,?,?,?
1620,'2020/02/24 11:01:59:732',26,76,339,20,839,3,2,2,?,?,?,?,?,?,?,?,?,?
1621,'2020/02/24 11:01:59:858',26,77,370,20,836,4,2,2,?,?,?,?,?,?,?,?,?,?
1622,'2020/02/24 11:01:59:984',26,73,359,21,833,4,2,1,?,?,?,?,?,?,?,?,?,?
1623,'2020/02/24 11:02:00:110',26,66,360,20,829,4,1,1,?,?,?,?,?,?,?,?,?,?
1624,'2020/02/24 11:02:00:236',26,62,369,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1625,'2020/02/24 11:02:00:362',26,55,321,20,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1626,'2020/02/24 11:02:00:488',26,52,298,20,824,4,1,1,?,?,?,?,?,?,?,?,?,?
1627,'2020/02/24 11:02:00:614',26,49,306,20,823,4,1,1,?,?,?,?,?,?,?,?,?,?
1628,'2020/02/24 11:02:00:741',26,47,288,21,822,4,2,1,?,?,?,?,?,?,?,?,?,?
1629,'2020/02/24 11:02:00:868',26,47,287,21,823,4,2,2,?,?,?,?,?,?,?,?,?,?
1630,'2020/02/24 11:02:00:994',26,49,294,21,823,4,2,1,?,?,?,?,?,?,?,?,?,?
1631,'2020/02/24 11:02:01:120',26,49,291,20,825,4,2,1,?,?,?,?,?,?,?,?,?,?
1632,'2020/02/24 11:02:01:246',26,49,288,20,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1633,'2020/02/24 11:02:01:373',26,49,247,20,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1634,'2020/02/24 11:02:01:500',26,48,261,20,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1635,'2020/02/24 11:02:01:626',26,48,248,21,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1636,'2020/02/24 11:02:01:753',26,47,229,20,825,4,1,1,?,?,?,?,?,?,?,?,?,?
1637,'2020/02/24 11:02:01:879',26,46,244,20,824,4,1,2,?,?,?,?,?,?,?,?,?,?
1638,'2020/02/24 11:02:02:006',26,45,261,20,824,4,1,1,?,?,?,?,?,?,?,?,?,?
1639,'2020/02/24 11:02:02:132',26,44,237,20,823,4,1,1,?,?,?,?,?,?,?,?,?,?
1640,'2020/02/24 11:02:02:258',26,45,242,20,823,4,1,1,?,?,?,?,?,?,?,?,?,?
1641,'2020/02/24 11:02:02:384',26,45,234,20,822,4,2,1,?,?,?,?,?,?,?,?,?,?
1642,'2020/02/24 11:02:02:510',26,45,225,20,822,4,2,2,?,?,?,?,?,?,?,?,?,?
1643,'2020/02/24 11:02:02:636',26,45,218,20,821,4,1,1,?,?,?,?,?,?,?,?,?,?
1644,'2020/02/24 11:02:02:763',26,46,217,20,820,4,2,2,?,?,?,?,?,?,?,?,?,?
1645,'2020/02/24 11:02:02:890',26,45,215,20,818,4,2,2,?,?,?,?,?,?,?,?,?,?
1646,'2020/02/24 11:02:03:017',26,46,226,20,816,4,2,1,?,?,?,?,?,?,?,?,?,?
1647,'2020/02/24 11:02:03:144',26,50,212,20,815,4,2,2,?,?,?,?,?,?,?,?,?,?
1648,'2020/02/24 11:02:03:271',26,54,220,20,814,4,2,2,?,?,?,?,?,?,?,?,?,?
1649,'2020/02/24 11:02:03:397',26,82,250,20,815,4,2,1,?,?,?,?,?,?,?,?,?,?
1650,'2020/02/24 11:02:03:522',26,129,246,20,817,4,1,2,?,?,?,?,?,?,?,?,?,?
1651,'2020/02/24 11:02:03:648',26,151,258,20,819,4,1,2,?,?,?,?,?,?,?,?,?,?
1652,'2020/02/24 11:02:03:775',26,174,312,20,823,4,1,1,?,?,?,?,?,?,?,?,?,?
1653,'2020/02/24 11:02:03:901',26,197,391,20,827,4,1,1,?,?,?,?,?,?,?,?,?,?
1654,'2020/02/24 11:02:04:028',26,181,432,20,832,4,2,1,?,?,?,?,?,?,?,?,?,?
1655,'2020/02/24 11:02:04:155',26,157,426,20,835,4,2,1,?,?,?,?,?,?,?,?,?,?
1656,'2020/02/24 11:02:04:282',26,150,430,20,837,4,2,2,?,?,?,?,?,?,?,?,?,?
1657,'2020/02/24 11:02:04:409',26,114,441,20,838,4,2,2,?,?,?,?,?,?,?,?,?,?
1658,'2020/02/24 11:02:04:535',26,95,429,20,838,4,1,2,?,?,?,?,?,?,?,?,?,?
1659,'2020/02/24 11:02:04:662',26,78,496,20,838,4,1,2,?,?,?,?,?,?,?,?,?,?
1660,'2020/02/24 11:02:04:788',26,75,523,20,838,4,2,2,?,?,?,?,?,?,?,?,?,?
1661,'2020/02/24 11:02:04:916',26,70,561,20,839,4,1,2,?,?,?,?,?,?,?,?,?,?
1662,'2020/02/24 11:02:05:042',26,66,539,20,840,4,1,2,?,?,?,?,?,?,?,?,?,?
1663,'2020/02/24 11:02:05:168',26,69,543,20,841,4,2,2,?,?,?,?,?,?,?,?,?,?
1664,'2020/02/24 11:02:05:294',26,77,519,20,841,4,1,2,?,?,?,?,?,?,?,?,?,?
1665,'2020/02/24 11:02:05:421',26,93,483,20,841,4,2,2,?,?,?,?,?,?,?,?,?,?
1666,'2020/02/24 11:02:05:548',26,100,456,21,841,4,2,2,?,?,?,?,?,?,?,?,?,?
1667,'2020/02/24 11:02:05:674',26,97,394,20,841,4,2,1,?,?,?,?,?,?,?,?,?,?
1668,'2020/02/24 11:02:05:800',26,86,363,20,842,4,1,1,?,?,?,?,?,?,?,?,?,?
1669,'2020/02/24 11:02:05:926',26,75,340,20,843,4,1,1,?,?,?,?,?,?,?,?,?,?
1670,'2020/02/24 11:02:06:053',26,62,307,20,843,4,2,1,?,?,?,?,?,?,?,?,?,?
1671,'2020/02/24 11:02:06:179',26,58,298,20,843,4,2,1,?,?,?,?,?,?,?,?,?,?
1672,'2020/02/24 11:02:06:306',26,60,287,20,844,4,2,1,?,?,?,?,?,?,?,?,?,?
1673,'2020/02/24 11:02:06:433',26,62,283,20,842,4,1,1,?,?,?,?,?,?,?,?,?,?
1674,'2020/02/24 11:02:06:559',26,82,278,20,685,4,1,2,?,?,?,?,?,?,?,?,?,?
1675,'2020/02/24 11:02:06:686',26,143,267,20,456,4,1,2,?,?,?,?,?,?,?,?,?,?
1676,'2020/02/24 11:02:06:813',26,169,262,20,303,4,1,1,?,?,?,?,?,?,?,?,?,?
1677,'2020/02/24 11:02:06:939',26,198,252,20,74,4,2,2,?,?,?,?,?,?,?,?,?,?
1678,'2020/02/24 11:02:07:065',26,202,223,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1679,'2020/02/24 11:02:07:191',26,176,201,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1680,'2020/02/24 11:02:07:317',26,137,188,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1681,'2020/02/24 11:02:07:444',26,115,178,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1682,'2020/02/24 11:02:07:570',26,94,168,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1683,'2020/02/24 11:02:07:696',26,71,206,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1684,'2020/02/24 11:02:07:823',26,61,213,20,4,3,1,1,?,?,?,?,?,?,?,?,?,?
1685,'2020/02/24 11:02:07:948',26,52,249,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1686,'2020/02/24 11:02:08:074',26,49,294,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1687,'2020/02/24 11:02:08:201',26,50,322,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1688,'2020/02/24 11:02:08:328',26,52,360,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1689,'2020/02/24 11:02:08:455',26,52,373,20,4,4,1,1,?,?,?,?,?,?,?,?,?,?
1690,'2020/02/24 11:02:08:581',26,54,372,20,4,4,2,1,?,?,?,?,?,?,?,?,?,?
