@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute helper-1 numeric
@attribute helper-2 numeric
@attribute helper-3 numeric
@attribute helper-4 numeric
@attribute helper-5 numeric
@attribute helper-6 numeric
@attribute helper-7 numeric
@attribute giveme-1 numeric
@attribute giveme-2 numeric
@attribute giveme-3 numeric
@attribute giveme-4 numeric
@attribute giveme-5 numeric
@attribute giveme-6 numeric
@attribute giveme-7 numeric
@attribute giveme-8 numeric
@attribute giveme-9 numeric
@attribute giveme-10 numeric

@data
870,'2020/02/21 11:45:30:021',13,66,103,29,853,8,1,2,?,?,?,?,?,?,?,?,?,?
871,'2020/02/21 11:45:30:147',13,65,99,35,854,8,1,1,?,?,?,?,?,?,?,?,?,?
872,'2020/02/21 11:45:30:274',13,62,102,42,856,9,1,1,?,?,?,?,?,?,?,?,?,?
873,'2020/02/21 11:45:30:400',13,58,101,54,857,9,2,1,?,?,?,?,?,?,?,?,?,?
874,'2020/02/21 11:45:30:527',13,55,104,59,858,9,2,1,?,?,?,?,?,?,?,?,?,?
875,'2020/02/21 11:45:30:653',13,53,106,59,858,8,2,1,?,?,?,?,?,?,?,?,?,?
876,'2020/02/21 11:45:30:779',13,57,104,55,859,8,2,1,?,?,?,?,?,?,?,?,?,?
877,'2020/02/21 11:45:30:906',13,58,102,49,859,8,2,2,?,?,?,?,?,?,?,?,?,?
878,'2020/02/21 11:45:31:033',13,58,109,41,859,8,2,1,?,?,?,?,?,?,?,?,?,?
879,'2020/02/21 11:45:31:160',13,59,113,37,859,8,1,1,?,?,?,?,?,?,?,?,?,?
880,'2020/02/21 11:45:31:286',13,58,111,36,860,8,1,2,?,?,?,?,?,?,?,?,?,?
881,'2020/02/21 11:45:31:412',13,59,114,33,860,9,1,1,?,?,?,?,?,?,?,?,?,?
882,'2020/02/21 11:45:31:539',13,60,114,31,860,8,1,1,?,?,?,?,?,?,?,?,?,?
883,'2020/02/21 11:45:31:665',13,59,115,29,860,9,1,1,?,?,?,?,?,?,?,?,?,?
884,'2020/02/21 11:45:31:792',13,58,115,26,860,8,1,1,?,?,?,?,?,?,?,?,?,?
885,'2020/02/21 11:45:31:918',13,59,110,27,860,8,1,1,?,?,?,?,?,?,?,?,?,?
886,'2020/02/21 11:45:32:045',13,58,109,28,860,8,2,1,?,?,?,?,?,?,?,?,?,?
887,'2020/02/21 11:45:32:172',13,59,106,28,860,8,1,1,?,?,?,?,?,?,?,?,?,?
888,'2020/02/21 11:45:32:298',13,57,103,30,861,8,2,2,?,?,?,?,?,?,?,?,?,?
889,'2020/02/21 11:45:32:424',13,57,100,32,861,8,1,2,?,?,?,?,?,?,?,?,?,?
890,'2020/02/21 11:45:32:550',13,57,102,35,862,8,2,2,?,?,?,?,?,?,?,?,?,?
891,'2020/02/21 11:45:32:676',13,56,100,43,863,8,2,2,?,?,?,?,?,?,?,?,?,?
892,'2020/02/21 11:45:32:802',13,56,101,47,865,8,2,2,?,?,?,?,?,?,?,?,?,?
893,'2020/02/21 11:45:32:929',13,58,104,51,868,8,1,2,?,?,?,?,?,?,?,?,?,?
894,'2020/02/21 11:45:33:055',13,57,118,51,872,8,1,2,?,?,?,?,?,?,?,?,?,?
895,'2020/02/21 11:45:33:182',13,57,122,50,875,8,1,2,?,?,?,?,?,?,?,?,?,?
896,'2020/02/21 11:45:33:308',13,55,141,47,877,8,2,1,?,?,?,?,?,?,?,?,?,?
897,'2020/02/21 11:45:33:434',13,54,149,44,878,8,1,1,?,?,?,?,?,?,?,?,?,?
898,'2020/02/21 11:45:33:559',13,55,156,43,876,8,2,2,?,?,?,?,?,?,?,?,?,?
899,'2020/02/21 11:45:33:686',13,52,174,40,872,8,2,1,?,?,?,?,?,?,?,?,?,?
900,'2020/02/21 11:45:33:812',13,51,174,40,870,8,2,1,?,?,?,?,?,?,?,?,?,?
901,'2020/02/21 11:45:33:938',13,49,169,41,870,8,1,1,?,?,?,?,?,?,?,?,?,?
902,'2020/02/21 11:45:34:066',13,47,169,38,871,8,1,1,?,?,?,?,?,?,?,?,?,?
903,'2020/02/21 11:45:34:192',13,50,166,36,873,8,1,1,?,?,?,?,?,?,?,?,?,?
904,'2020/02/21 11:45:34:319',13,50,160,35,875,8,1,1,?,?,?,?,?,?,?,?,?,?
905,'2020/02/21 11:45:34:445',13,50,154,32,873,9,1,1,?,?,?,?,?,?,?,?,?,?
906,'2020/02/21 11:45:34:571',13,51,151,29,871,9,1,1,?,?,?,?,?,?,?,?,?,?
907,'2020/02/21 11:45:34:698',13,49,138,29,865,8,1,1,?,?,?,?,?,?,?,?,?,?
908,'2020/02/21 11:45:34:824',13,49,129,28,859,8,2,1,?,?,?,?,?,?,?,?,?,?
909,'2020/02/21 11:45:34:950',13,51,123,26,852,8,1,1,?,?,?,?,?,?,?,?,?,?
910,'2020/02/21 11:45:35:076',13,53,116,26,845,8,2,1,?,?,?,?,?,?,?,?,?,?
911,'2020/02/21 11:45:35:202',13,57,113,26,846,8,2,1,?,?,?,?,?,?,?,?,?,?
912,'2020/02/21 11:45:35:328',13,61,116,27,852,8,1,1,?,?,?,?,?,?,?,?,?,?
913,'2020/02/21 11:45:35:454',13,60,116,29,858,8,2,1,?,?,?,?,?,?,?,?,?,?
914,'2020/02/21 11:45:35:581',13,58,112,33,866,8,1,1,?,?,?,?,?,?,?,?,?,?
915,'2020/02/21 11:45:35:707',13,58,111,37,866,8,1,1,?,?,?,?,?,?,?,?,?,?
916,'2020/02/21 11:45:35:833',13,58,108,40,862,8,1,1,?,?,?,?,?,?,?,?,?,?
917,'2020/02/21 11:45:35:959',13,56,108,38,860,8,1,1,?,?,?,?,?,?,?,?,?,?
918,'2020/02/21 11:45:36:086',13,55,114,35,859,8,1,2,?,?,?,?,?,?,?,?,?,?
919,'2020/02/21 11:45:36:212',13,58,115,32,858,8,1,2,?,?,?,?,?,?,?,?,?,?
920,'2020/02/21 11:45:36:338',13,56,118,26,855,8,2,2,?,?,?,?,?,?,?,?,?,?
921,'2020/02/21 11:45:36:464',13,54,119,25,850,8,2,2,?,?,?,?,?,?,?,?,?,?
922,'2020/02/21 11:45:36:591',13,57,110,25,843,8,1,2,?,?,?,?,?,?,?,?,?,?
923,'2020/02/21 11:45:36:718',13,57,107,28,845,8,1,2,?,?,?,?,?,?,?,?,?,?
924,'2020/02/21 11:45:36:844',13,56,107,31,848,8,1,2,?,?,?,?,?,?,?,?,?,?
925,'2020/02/21 11:45:36:971',13,56,115,31,856,8,1,1,?,?,?,?,?,?,?,?,?,?
926,'2020/02/21 11:45:37:098',13,58,116,31,858,8,1,1,?,?,?,?,?,?,?,?,?,?
927,'2020/02/21 11:45:37:223',13,57,117,30,858,8,2,1,?,?,?,?,?,?,?,?,?,?
928,'2020/02/21 11:45:37:350',13,57,119,29,859,8,2,1,?,?,?,?,?,?,?,?,?,?
929,'2020/02/21 11:45:37:475',13,57,119,29,860,8,2,1,?,?,?,?,?,?,?,?,?,?
930,'2020/02/21 11:45:37:601',13,57,118,30,864,8,2,2,?,?,?,?,?,?,?,?,?,?
931,'2020/02/21 11:45:37:728',13,56,116,29,864,8,2,2,?,?,?,?,?,?,?,?,?,?
932,'2020/02/21 11:45:37:854',13,59,120,27,864,8,2,1,?,?,?,?,?,?,?,?,?,?
933,'2020/02/21 11:45:51:235',14,66,70,25,7,6,1,1,?,?,?,?,?,?,?,?,?,?
934,'2020/02/21 11:45:51:361',14,73,70,26,7,6,1,1,?,?,?,?,?,?,?,?,?,?
935,'2020/02/21 11:45:51:487',14,80,69,25,7,6,1,2,?,?,?,?,?,?,?,?,?,?
936,'2020/02/21 11:45:51:613',14,77,71,26,7,6,2,2,?,?,?,?,?,?,?,?,?,?
937,'2020/02/21 11:45:51:740',14,74,72,27,7,6,2,1,?,?,?,?,?,?,?,?,?,?
938,'2020/02/21 11:45:51:867',14,71,75,27,6,6,1,2,?,?,?,?,?,?,?,?,?,?
939,'2020/02/21 11:45:51:994',14,62,80,27,6,6,1,1,?,?,?,?,?,?,?,?,?,?
940,'2020/02/21 11:45:52:120',14,63,78,26,6,6,1,1,?,?,?,?,?,?,?,?,?,?
941,'2020/02/21 11:45:52:245',14,65,81,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
942,'2020/02/21 11:45:52:372',14,67,77,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
943,'2020/02/21 11:45:52:497',14,64,74,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
944,'2020/02/21 11:45:52:623',14,65,69,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
945,'2020/02/21 11:45:52:748',14,68,65,25,6,6,2,1,?,?,?,?,?,?,?,?,?,?
946,'2020/02/21 11:45:52:875',14,66,65,26,6,6,2,1,?,?,?,?,?,?,?,?,?,?
947,'2020/02/21 11:45:53:001',14,62,66,25,6,6,2,1,?,?,?,?,?,?,?,?,?,?
948,'2020/02/21 11:45:53:127',14,66,68,25,6,6,2,2,?,?,?,?,?,?,?,?,?,?
949,'2020/02/21 11:45:53:253',14,61,69,28,6,6,1,1,?,?,?,?,?,?,?,?,?,?
950,'2020/02/21 11:45:53:379',14,56,69,27,6,6,1,1,?,?,?,?,?,?,?,?,?,?
951,'2020/02/21 11:45:53:505',14,59,70,29,6,6,1,1,?,?,?,?,?,?,?,?,?,?
952,'2020/02/21 11:45:53:631',14,60,73,30,6,6,1,1,?,?,?,?,?,?,?,?,?,?
953,'2020/02/21 11:45:53:758',14,59,74,31,6,6,1,2,?,?,?,?,?,?,?,?,?,?
954,'2020/02/21 11:45:53:885',14,61,77,33,6,6,1,1,?,?,?,?,?,?,?,?,?,?
955,'2020/02/21 11:45:54:011',14,61,81,33,6,6,1,1,?,?,?,?,?,?,?,?,?,?
956,'2020/02/21 11:45:54:137',14,58,81,32,6,6,1,1,?,?,?,?,?,?,?,?,?,?
957,'2020/02/21 11:45:54:262',14,57,84,31,6,6,1,1,?,?,?,?,?,?,?,?,?,?
958,'2020/02/21 11:45:54:389',14,61,80,28,6,6,1,1,?,?,?,?,?,?,?,?,?,?
959,'2020/02/21 11:45:54:516',14,62,76,26,6,6,1,1,?,?,?,?,?,?,?,?,?,?
960,'2020/02/21 11:45:54:642',14,61,72,27,6,6,1,1,?,?,?,?,?,?,?,?,?,?
961,'2020/02/21 11:45:54:767',14,60,69,26,6,6,1,1,?,?,?,?,?,?,?,?,?,?
962,'2020/02/21 11:45:54:894',14,60,71,26,6,6,1,2,?,?,?,?,?,?,?,?,?,?
963,'2020/02/21 11:45:55:020',14,57,73,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
964,'2020/02/21 11:45:55:145',14,58,74,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
965,'2020/02/21 11:45:55:271',14,60,77,24,6,6,1,2,?,?,?,?,?,?,?,?,?,?
966,'2020/02/21 11:45:55:397',14,64,74,23,6,7,1,1,?,?,?,?,?,?,?,?,?,?
967,'2020/02/21 11:45:55:524',14,68,69,24,6,6,1,1,?,?,?,?,?,?,?,?,?,?
968,'2020/02/21 11:45:55:649',14,75,70,24,6,6,1,1,?,?,?,?,?,?,?,?,?,?
969,'2020/02/21 11:45:55:775',14,75,67,24,6,6,1,1,?,?,?,?,?,?,?,?,?,?
970,'2020/02/21 11:45:55:902',14,74,65,24,5,6,1,1,?,?,?,?,?,?,?,?,?,?
971,'2020/02/21 11:45:56:027',14,68,67,23,5,6,1,1,?,?,?,?,?,?,?,?,?,?
972,'2020/02/21 11:45:56:154',14,65,68,22,5,6,1,1,?,?,?,?,?,?,?,?,?,?
973,'2020/02/21 11:45:56:280',14,58,68,25,6,6,1,1,?,?,?,?,?,?,?,?,?,?
974,'2020/02/21 11:45:56:406',14,56,73,25,6,6,2,1,?,?,?,?,?,?,?,?,?,?
975,'2020/02/21 11:45:56:532',14,55,73,24,6,6,1,2,?,?,?,?,?,?,?,?,?,?
976,'2020/02/21 11:45:56:658',14,50,70,25,6,6,1,2,?,?,?,?,?,?,?,?,?,?
977,'2020/02/21 11:45:56:785',14,51,70,23,6,6,1,1,?,?,?,?,?,?,?,?,?,?
978,'2020/02/21 11:45:56:912',14,52,72,24,6,6,1,1,?,?,?,?,?,?,?,?,?,?
979,'2020/02/21 11:45:57:038',14,53,72,27,6,6,1,1,?,?,?,?,?,?,?,?,?,?
980,'2020/02/21 11:45:57:165',14,55,75,27,6,6,1,1,?,?,?,?,?,?,?,?,?,?
981,'2020/02/21 11:45:57:291',14,59,82,27,6,6,1,2,?,?,?,?,?,?,?,?,?,?
982,'2020/02/21 11:45:57:417',14,65,77,27,6,6,2,2,?,?,?,?,?,?,?,?,?,?
983,'2020/02/21 11:45:57:543',14,63,75,25,6,6,2,2,?,?,?,?,?,?,?,?,?,?
984,'2020/02/21 11:45:57:669',14,61,77,23,5,6,2,2,?,?,?,?,?,?,?,?,?,?
985,'2020/02/21 11:45:57:796',14,63,73,24,6,6,1,1,?,?,?,?,?,?,?,?,?,?
986,'2020/02/21 11:45:57:923',14,56,73,25,6,6,2,1,?,?,?,?,?,?,?,?,?,?
987,'2020/02/21 11:45:58:049',14,59,74,25,6,6,2,1,?,?,?,?,?,?,?,?,?,?
988,'2020/02/21 11:45:58:176',14,61,73,24,6,6,2,1,?,?,?,?,?,?,?,?,?,?
989,'2020/02/21 11:45:58:301',14,66,72,24,5,6,2,1,?,?,?,?,?,?,?,?,?,?
990,'2020/02/21 11:45:58:428',14,65,71,23,5,6,2,1,?,?,?,?,?,?,?,?,?,?
991,'2020/02/21 11:45:58:555',14,67,72,24,5,6,2,1,?,?,?,?,?,?,?,?,?,?
992,'2020/02/21 11:58:35:992',15,100,43,26,5,9,2,1,?,?,?,?,0,?,?,?,?,?
993,'2020/02/21 11:58:36:118',15,110,43,27,5,9,2,1,?,?,?,?,0,?,?,?,?,?
994,'2020/02/21 11:58:36:243',15,111,44,27,5,9,2,1,?,?,?,?,0,?,?,?,?,?
995,'2020/02/21 11:58:36:370',15,104,44,26,5,9,1,1,?,?,?,?,0,?,?,?,?,?
996,'2020/02/21 11:58:36:496',15,104,44,25,5,9,1,1,?,?,?,?,0,?,?,?,?,?
997,'2020/02/21 11:58:36:622',15,99,44,24,5,9,2,1,?,?,?,?,0,?,?,?,?,?
998,'2020/02/21 11:58:36:748',15,83,44,23,5,9,2,1,?,?,?,?,0,?,?,?,?,?
999,'2020/02/21 11:58:36:875',15,80,44,25,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1000,'2020/02/21 11:58:37:002',15,74,44,25,5,9,2,1,?,?,?,?,0,?,?,?,?,?
1001,'2020/02/21 11:58:37:128',15,70,44,25,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1002,'2020/02/21 11:58:37:255',15,78,43,24,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1003,'2020/02/21 11:58:37:382',15,80,44,23,5,8,1,1,?,?,?,?,0,?,?,?,?,?
1004,'2020/02/21 11:58:37:508',15,79,43,22,5,8,1,2,?,?,?,?,0,?,?,?,?,?
1005,'2020/02/21 11:58:37:635',15,80,43,23,4,8,1,1,?,?,?,?,0,?,?,?,?,?
1006,'2020/02/21 11:58:37:761',15,79,44,23,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1007,'2020/02/21 11:58:37:888',15,82,44,24,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1008,'2020/02/21 11:58:38:014',15,84,43,24,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1009,'2020/02/21 11:58:38:139',15,84,43,24,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1010,'2020/02/21 11:58:38:266',15,79,43,23,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1011,'2020/02/21 11:58:38:391',15,72,43,23,5,9,2,1,?,?,?,?,0,?,?,?,?,?
1012,'2020/02/21 11:58:38:517',15,67,43,25,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1013,'2020/02/21 11:58:38:644',15,79,43,26,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1014,'2020/02/21 11:58:38:770',15,87,43,26,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1015,'2020/02/21 11:58:38:897',15,93,43,29,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1016,'2020/02/21 11:58:39:024',15,92,43,30,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1017,'2020/02/21 11:58:39:150',15,87,43,32,5,8,1,1,?,?,?,?,0,?,?,?,?,?
1018,'2020/02/21 11:58:39:277',15,67,44,38,5,9,2,1,?,?,?,?,0,?,?,?,?,?
1019,'2020/02/21 11:58:39:404',15,60,43,38,5,9,1,2,?,?,?,?,0,?,?,?,?,?
1020,'2020/02/21 11:58:39:531',15,55,44,36,5,9,1,2,?,?,?,?,0,?,?,?,?,?
1021,'2020/02/21 11:58:39:658',15,53,44,33,5,8,1,1,?,?,?,?,0,?,?,?,?,?
1022,'2020/02/21 11:58:39:785',15,55,44,29,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1023,'2020/02/21 11:58:39:912',15,53,43,25,5,8,1,1,?,?,?,?,0,?,?,?,?,?
1024,'2020/02/21 11:58:40:038',15,55,43,25,5,8,2,1,?,?,?,?,0,?,?,?,?,?
1025,'2020/02/21 11:58:40:164',15,58,43,24,5,8,1,1,?,?,?,?,0,?,?,?,?,?
1026,'2020/02/21 11:58:40:291',15,64,43,24,4,9,1,1,?,?,?,?,0,?,?,?,?,?
1027,'2020/02/21 11:58:40:417',15,67,43,23,4,9,1,2,?,?,?,?,0,?,?,?,?,?
1028,'2020/02/21 11:58:40:544',15,65,43,24,4,9,2,1,?,?,?,?,0,?,?,?,?,?
1029,'2020/02/21 11:58:40:670',15,63,43,23,5,9,1,1,?,?,?,?,0,?,?,?,?,?
1030,'2020/02/21 11:58:40:795',15,61,43,23,4,9,1,1,?,?,?,?,0,?,?,?,?,?
1031,'2020/02/21 11:59:45:709',16,118,158,28,884,13,1,1,?,?,?,?,0,?,?,?,?,?
1032,'2020/02/21 11:59:45:835',16,108,151,28,884,13,1,1,?,?,?,?,0,?,?,?,?,?
1033,'2020/02/21 11:59:45:961',16,110,143,28,884,13,1,1,?,?,?,?,0,?,?,?,?,?
1034,'2020/02/21 11:59:46:088',16,114,136,28,883,13,1,1,?,?,?,?,0,?,?,?,?,?
1035,'2020/02/21 11:59:46:214',16,109,133,28,883,13,1,1,?,?,?,?,0,?,?,?,?,?
1036,'2020/02/21 11:59:46:340',16,98,131,25,883,13,1,2,?,?,?,?,0,?,?,?,?,?
1037,'2020/02/21 11:59:46:468',16,89,126,25,883,13,1,1,?,?,?,?,0,?,?,?,?,?
1038,'2020/02/21 11:59:46:593',16,93,117,25,883,13,1,1,?,?,?,?,0,?,?,?,?,?
1039,'2020/02/21 11:59:46:718',16,86,114,25,882,13,1,2,?,?,?,?,0,?,?,?,?,?
1040,'2020/02/21 11:59:46:844',16,83,115,26,882,13,1,1,?,?,?,?,0,?,?,?,?,?
1041,'2020/02/21 11:59:46:970',16,86,115,28,882,13,1,2,?,?,?,?,0,?,?,?,?,?
1042,'2020/02/21 11:59:47:096',16,83,118,31,883,13,1,1,?,?,?,?,0,?,?,?,?,?
1043,'2020/02/21 11:59:47:222',16,84,118,32,882,13,1,1,?,?,?,?,0,?,?,?,?,?
1044,'2020/02/21 11:59:47:349',16,82,114,34,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1045,'2020/02/21 11:59:47:476',16,107,118,33,882,13,1,1,?,?,?,?,0,?,?,?,?,?
1046,'2020/02/21 11:59:47:602',16,118,120,34,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1047,'2020/02/21 11:59:47:728',16,115,118,35,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1048,'2020/02/21 11:59:47:855',16,120,122,37,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1049,'2020/02/21 11:59:47:981',16,108,117,36,882,12,1,2,?,?,?,?,0,?,?,?,?,?
1050,'2020/02/21 11:59:48:107',16,95,114,34,883,12,1,2,?,?,?,?,0,?,?,?,?,?
1051,'2020/02/21 11:59:48:234',16,100,113,31,883,12,2,2,?,?,?,?,0,?,?,?,?,?
1052,'2020/02/21 11:59:48:361',16,91,112,26,883,12,2,2,?,?,?,?,0,?,?,?,?,?
1053,'2020/02/21 11:59:48:487',16,85,110,24,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1054,'2020/02/21 11:59:48:614',16,88,111,23,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1055,'2020/02/21 11:59:48:740',16,76,109,25,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1056,'2020/02/21 11:59:48:867',16,87,113,25,883,12,2,2,?,?,?,?,0,?,?,?,?,?
1057,'2020/02/21 11:59:48:993',16,93,108,25,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1058,'2020/02/21 11:59:49:120',16,102,104,26,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1059,'2020/02/21 11:59:49:246',16,104,109,26,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1060,'2020/02/21 11:59:49:373',16,95,107,26,882,12,1,1,?,?,?,?,0,?,?,?,?,?
1061,'2020/02/21 11:59:49:500',16,93,106,26,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1062,'2020/02/21 11:59:49:626',16,88,116,26,882,12,2,1,?,?,?,?,0,?,?,?,?,?
1063,'2020/02/21 11:59:49:752',16,84,117,26,882,12,2,2,?,?,?,?,0,?,?,?,?,?
1064,'2020/02/21 11:59:49:878',16,86,108,25,883,12,2,2,?,?,?,?,0,?,?,?,?,?
1065,'2020/02/21 11:59:50:004',16,93,108,24,882,12,2,2,?,?,?,?,0,?,?,?,?,?
1066,'2020/02/21 11:59:50:131',16,95,109,23,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1067,'2020/02/21 11:59:50:258',16,101,121,22,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1068,'2020/02/21 11:59:50:384',16,102,126,23,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1069,'2020/02/21 11:59:50:510',16,101,125,23,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1070,'2020/02/21 11:59:50:637',16,88,125,23,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1071,'2020/02/21 11:59:50:764',16,99,117,23,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1072,'2020/02/21 11:59:50:890',16,135,113,23,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1073,'2020/02/21 11:59:51:017',16,141,116,22,883,12,1,1,?,?,?,?,0,?,?,?,?,?
1074,'2020/02/21 11:59:51:142',16,159,120,22,883,12,2,1,?,?,?,?,0,?,?,?,?,?
1075,'2020/02/21 11:59:51:269',16,166,115,23,882,12,2,1,?,?,?,?,0,?,?,?,?,?
1076,'2020/02/21 11:59:51:395',16,149,113,23,882,12,2,1,?,?,?,?,0,?,?,?,?,?
1077,'2020/02/21 11:59:51:522',16,134,106,23,881,12,2,2,?,?,?,?,0,?,?,?,?,?
1078,'2020/02/21 11:59:51:648',16,128,104,23,881,12,2,2,?,?,?,?,0,?,?,?,?,?
1079,'2020/02/21 11:59:51:774',16,110,101,23,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1080,'2020/02/21 11:59:51:900',16,95,103,22,881,12,2,1,?,?,?,?,0,?,?,?,?,?
1081,'2020/02/21 11:59:52:026',16,89,103,22,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1082,'2020/02/21 11:59:52:152',16,89,104,24,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1083,'2020/02/21 11:59:52:278',16,93,102,26,881,12,2,1,?,?,?,?,0,?,?,?,?,?
1084,'2020/02/21 11:59:52:404',16,95,101,29,881,12,2,1,?,?,?,?,0,?,?,?,?,?
1085,'2020/02/21 11:59:52:531',16,111,101,32,881,12,2,2,?,?,?,?,0,?,?,?,?,?
1086,'2020/02/21 11:59:52:657',16,119,105,37,881,12,2,2,?,?,?,?,0,?,?,?,?,?
1087,'2020/02/21 11:59:52:782',16,116,102,40,881,12,2,2,?,?,?,?,0,?,?,?,?,?
1088,'2020/02/21 11:59:52:908',16,116,108,44,881,12,1,2,?,?,?,?,0,?,?,?,?,?
1089,'2020/02/21 11:59:53:035',16,116,106,45,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1090,'2020/02/21 11:59:53:162',16,106,110,50,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1091,'2020/02/21 11:59:53:288',16,101,112,49,881,12,1,1,?,?,?,?,0,?,?,?,?,?
1092,'2020/02/21 11:59:53:415',16,104,109,48,881,11,2,1,?,?,?,?,0,?,?,?,?,?
1093,'2020/02/21 11:59:53:541',16,102,105,45,881,11,2,1,?,?,?,?,0,?,?,?,?,?
1094,'2020/02/21 11:59:53:667',16,128,100,41,881,11,1,1,?,?,?,?,0,?,?,?,?,?
1095,'2020/02/21 11:59:53:794',16,187,97,39,882,11,2,1,?,?,?,?,0,?,?,?,?,?
1096,'2020/02/21 12:01:53:282',17,53,67,35,8,844,2,1,?,?,?,?,0,1,?,?,?,?
1097,'2020/02/21 12:01:53:408',17,57,66,37,8,845,2,1,?,?,?,?,0,1,?,?,?,?
1098,'2020/02/21 12:01:53:535',17,65,67,39,8,846,2,1,?,?,?,?,0,1,?,?,?,?
1099,'2020/02/21 12:01:53:661',17,67,68,39,8,846,1,1,?,?,?,?,0,1,?,?,?,?
1100,'2020/02/21 12:01:53:787',17,68,70,39,8,847,1,1,?,?,?,?,0,1,?,?,?,?
1101,'2020/02/21 12:01:53:912',17,65,72,38,8,847,1,1,?,?,?,?,0,1,?,?,?,?
1102,'2020/02/21 12:01:54:039',17,62,76,37,8,847,1,1,?,?,?,?,0,1,?,?,?,?
1103,'2020/02/21 12:01:54:166',17,63,77,36,8,847,1,2,?,?,?,?,0,1,?,?,?,?
1104,'2020/02/21 12:01:54:292',17,65,77,36,8,846,1,2,?,?,?,?,0,1,?,?,?,?
1105,'2020/02/21 12:01:54:418',17,67,79,35,8,846,1,2,?,?,?,?,0,1,?,?,?,?
1106,'2020/02/21 12:01:54:545',17,65,85,35,8,846,1,2,?,?,?,?,0,1,?,?,?,?
1107,'2020/02/21 12:01:54:671',17,63,86,35,8,846,1,2,?,?,?,?,0,1,?,?,?,?
1108,'2020/02/21 12:01:54:798',17,56,89,35,8,846,2,1,?,?,?,?,0,1,?,?,?,?
1109,'2020/02/21 12:01:54:925',17,56,90,35,8,845,1,1,?,?,?,?,0,1,?,?,?,?
1110,'2020/02/21 12:01:55:052',17,61,88,34,8,844,2,1,?,?,?,?,0,1,?,?,?,?
1111,'2020/02/21 12:01:55:178',17,61,84,34,8,844,1,1,?,?,?,?,0,1,?,?,?,?
1112,'2020/02/21 12:01:55:305',17,59,80,34,8,844,1,1,?,?,?,?,0,1,?,?,?,?
1113,'2020/02/21 12:01:55:431',17,58,79,33,8,846,1,2,?,?,?,?,0,1,?,?,?,?
1114,'2020/02/21 12:01:55:557',17,57,75,34,8,847,1,1,?,?,?,?,0,1,?,?,?,?
1115,'2020/02/21 12:01:55:684',17,58,73,34,8,848,1,1,?,?,?,?,0,1,?,?,?,?
1116,'2020/02/21 12:01:55:810',17,58,72,35,8,848,1,1,?,?,?,?,0,1,?,?,?,?
1117,'2020/02/21 12:01:55:936',17,63,74,36,7,848,1,1,?,?,?,?,0,1,?,?,?,?
1118,'2020/02/21 12:01:56:062',17,66,73,36,7,847,1,1,?,?,?,?,0,1,?,?,?,?
1119,'2020/02/21 12:01:56:189',17,80,74,38,7,846,1,1,?,?,?,?,0,1,?,?,?,?
1120,'2020/02/21 12:01:56:314',17,97,76,39,7,845,2,2,?,?,?,?,0,1,?,?,?,?
